Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,19-08-2011,1530761.00,0,89.94,3.554,216,7.962
1,26-08-2011,1464693.00,0,87.96,3.523,216,7.962
1,02-09-2011,1550229.00,0,87.83,3.533,216,7.962
1,09-09-2011,1540471.00,1,76.00,3.546,216,7.962
1,16-09-2011,1514260.00,0,79.94,3.526,216,7.962
1,23-09-2011,1380020.00,0,75.80,3.467,216,7.962
1,30-09-2011,1394562.00,0,79.69,3.355,217,7.962
1,07-10-2011,1630990.00,0,69.31,3.285,217,7.866
1,14-10-2011,1493526.00,0,71.74,3.274,217,7.866
1,21-10-2011,1502563.00,0,63.71,3.353,218,7.866
1,28-10-2011,1445249.00,0,66.57,3.372,218,7.866
1,04-11-2011,1697230.00,0,54.98,3.332,218,7.866
1,11-11-2011,1594939.00,0,59.11,3.297,218,7.866
1,18-11-2011,1539484.00,0,62.25,3.308,218,7.866
1,25-11-2011,2033321.00,1,60.14,3.236,218,7.866
1,02-12-2011,1584084.00,0,48.91,3.172,219,7.866
1,09-12-2011,1799682.00,0,43.93,3.158,219,7.866
1,16-12-2011,1881177.00,0,51.63,3.159,219,7.866
1,23-12-2011,2270189.00,0,47.96,3.112,219,7.866
1,30-12-2011,1497463.00,1,44.55,3.129,220,7.866
1,06-01-2012,1550370.00,0,49.01,3.157,220,7.348
1,13-01-2012,1459601.00,0,48.53,3.261,220,7.348
1,20-01-2012,1394394.00,0,54.11,3.268,220,7.348
1,27-01-2012,1319326.00,0,54.26,3.29,220,7.348
1,03-02-2012,1636340.00,0,56.55,3.36,220,7.348
1,10-02-2012,1802477.00,1,48.02,3.409,220,7.348
1,17-02-2012,1819870.00,0,45.32,3.51,220,7.348
1,24-02-2012,1539388.00,0,57.25,3.555,221,7.348
1,02-03-2012,1688421.00,0,60.96,3.63,221,7.348
1,09-03-2012,1675431.00,0,58.76,3.669,221,7.348
1,16-03-2012,1677473.00,0,64.74,3.734,221,7.348
1,23-03-2012,1511068.00,0,65.93,3.787,221,7.348
1,30-03-2012,1649605.00,0,67.61,3.845,221,7.348
1,06-04-2012,1899677.00,0,70.43,3.891,221,7.143
1,13-04-2012,1621032.00,0,69.07,3.891,222,7.143
1,20-04-2012,1521578.00,0,66.76,3.877,222,7.143
1,27-04-2012,1468928.00,0,67.23,3.814,222,7.143
1,04-05-2012,1684520.00,0,75.55,3.749,222,7.143
1,11-05-2012,1611096.00,0,73.77,3.688,222,7.143
1,18-05-2012,1595902.00,0,70.33,3.63,222,7.143
1,25-05-2012,1555445.00,0,77.22,3.561,222,7.143
1,01-06-2012,1624478.00,0,77.95,3.501,222,7.143
1,08-06-2012,1697231.00,0,78.30,3.452,222,7.143
1,15-06-2012,1630607.00,0,79.35,3.393,222,7.143
1,22-06-2012,1527846.00,0,78.39,3.346,222,7.143
1,29-06-2012,1540421.00,0,84.88,3.286,222,7.143
1,06-07-2012,1769854.00,0,81.57,3.227,222,6.908
1,13-07-2012,1527014.00,0,77.12,3.256,222,6.908
1,20-07-2012,1497955.00,0,80.42,3.311,222,6.908
1,27-07-2012,1439124.00,0,82.66,3.407,222,6.908
1,03-08-2012,1631136.00,0,86.11,3.417,222,6.908
1,10-08-2012,1592410.00,0,85.05,3.494,222,6.908
1,17-08-2012,1597868.00,0,84.85,3.571,222,6.908
1,24-08-2012,1494122.00,0,77.66,3.62,222,6.908
1,31-08-2012,1582083.00,0,80.49,3.638,222,6.908
1,07-09-2012,1661767.00,1,83.96,3.73,222,6.908
1,14-09-2012,1517429.00,0,74.97,3.717,223,6.908
1,21-09-2012,1506126.00,0,69.87,3.721,223,6.908
1,28-09-2012,1437059.00,0,76.08,3.666,223,6.908
1,05-10-2012,1670786.00,0,68.55,3.617,223,6.573
1,12-10-2012,1573073.00,0,62.99,3.601,223,6.573
1,19-10-2012,1508069.00,0,67.97,3.594,223,6.573
1,26-10-2012,1493660.00,0,69.16,3.506,223,6.573
2,05-02-2010,2136989.00,0,40.19,2.572,211,8.324
2,12-02-2010,2137810.00,1,38.49,2.548,211,8.324
2,19-02-2010,2124452.00,0,39.69,2.514,211,8.324
2,26-02-2010,1865097.00,0,46.10,2.561,211,8.324
2,05-03-2010,1991013.00,0,47.17,2.625,211,8.324
2,12-03-2010,1990484.00,0,57.56,2.667,211,8.324
2,19-03-2010,1946071.00,0,54.52,2.72,211,8.324
2,26-03-2010,1750198.00,0,51.26,2.732,211,8.324
2,02-04-2010,2066188.00,0,63.27,2.719,210,8.2
2,09-04-2010,1954689.00,0,65.41,2.77,210,8.2
2,16-04-2010,1874958.00,0,68.07,2.808,210,8.2
2,23-04-2010,1821991.00,0,65.11,2.795,210,8.2
2,30-04-2010,1802450.00,0,66.98,2.78,210,8.2
2,07-05-2010,2042582.00,0,71.28,2.835,210,8.2
2,14-05-2010,1880752.00,0,73.31,2.854,210,8.2
2,21-05-2010,1896937.00,0,74.83,2.826,210,8.2
2,28-05-2010,1957114.00,0,81.13,2.759,211,8.2
2,04-06-2010,2102540.00,0,81.81,2.705,211,8.2
2,11-06-2010,2025539.00,0,83.40,2.668,211,8.2
2,18-06-2010,2001637.00,0,85.81,2.637,211,8.2
2,25-06-2010,1939927.00,0,86.26,2.653,211,8.2
2,02-07-2010,2003941.00,0,82.74,2.669,211,8.099
2,09-07-2010,1880903.00,0,82.59,2.642,211,8.099
2,16-07-2010,1845880.00,0,85.32,2.623,211,8.099
2,23-07-2010,1781718.00,0,87.66,2.608,211,8.099
2,30-07-2010,1804246.00,0,83.49,2.64,211,8.099
2,06-08-2010,1991910.00,0,89.53,2.627,211,8.099
2,13-08-2010,1895601.00,0,89.05,2.692,211,8.099
2,20-08-2010,1964335.00,0,88.70,2.664,211,8.099
2,27-08-2010,1863840.00,0,87.12,2.619,211,8.099
2,03-09-2010,1904608.00,0,81.83,2.577,211,8.099
2,10-09-2010,1839129.00,1,79.09,2.565,211,8.099
2,17-09-2010,1793904.00,0,82.05,2.582,211,8.099
2,24-09-2010,1724557.00,0,81.79,2.624,211,8.099
2,01-10-2010,1827440.00,0,69.24,2.603,211,8.163
2,08-10-2010,1849921.00,0,63.19,2.633,211,8.163
2,15-10-2010,1794355.00,0,65.80,2.72,211,8.163
2,22-10-2010,1737948.00,0,68.50,2.725,212,8.163
2,29-10-2010,1802755.00,0,66.24,2.716,212,8.163
2,05-11-2010,1939061.00,0,57.85,2.689,212,8.163
2,12-11-2010,1916813.00,0,59.69,2.728,212,8.163
2,19-11-2010,1956739.00,0,50.81,2.771,212,8.163
2,26-11-2010,2658725.00,1,62.98,2.735,211,8.163
2,03-12-2010,2015781.00,0,49.33,2.708,211,8.163
2,10-12-2010,2378727.00,0,45.50,2.843,211,8.163
2,17-12-2010,2609167.00,0,47.55,2.869,211,8.163
2,24-12-2010,3436008.00,0,49.97,2.886,211,8.163
2,31-12-2010,1750435.00,1,47.30,2.943,211,8.163
2,07-01-2011,1758051.00,0,44.69,2.976,211,8.028
2,14-01-2011,1744194.00,0,33.02,2.983,211,8.028
2,21-01-2011,1751385.00,0,41.40,3.016,211,8.028
2,28-01-2011,1695372.00,0,42.83,3.01,212,8.028
2,04-02-2011,1929346.00,0,38.25,2.989,212,8.028
2,11-02-2011,2168042.00,1,33.19,3.022,213,8.028
2,18-02-2011,2080885.00,0,57.83,3.045,213,8.028
2,25-02-2011,1833511.00,0,60.80,3.065,213,8.028
2,04-03-2011,1981608.00,0,57.77,3.288,213,8.028
2,11-03-2011,1879107.00,0,52.70,3.459,214,8.028
2,18-03-2011,1902558.00,0,62.32,3.488,214,8.028
2,25-03-2011,1766162.00,0,69.42,3.473,214,8.028
2,01-04-2011,1800171.00,0,55.43,3.524,214,7.931
2,08-04-2011,1847553.00,0,67.00,3.622,215,7.931
2,15-04-2011,1856468.00,0,69.48,3.743,215,7.931
2,22-04-2011,1886340.00,0,69.39,3.807,215,7.931
2,29-04-2011,1745545.00,0,69.21,3.81,215,7.931
2,06-05-2011,1837744.00,0,61.48,3.906,215,7.931
2,13-05-2011,1838513.00,0,74.61,3.899,216,7.931
2,20-05-2011,1688282.00,0,67.14,3.907,215,7.931
2,27-05-2011,1797733.00,0,76.42,3.786,215,7.931
2,03-06-2011,1933756.00,0,83.07,3.699,215,7.931
2,10-06-2011,1929153.00,0,83.40,3.648,215,7.931
2,17-06-2011,1953772.00,0,86.53,3.637,215,7.931
2,24-06-2011,1790926.00,0,85.17,3.594,215,7.931
2,01-07-2011,1866243.00,0,85.69,3.524,215,7.852
2,08-07-2011,1853162.00,0,87.70,3.48,215,7.852
2,15-07-2011,1785187.00,0,89.83,3.575,215,7.852
2,22-07-2011,1743816.00,0,89.34,3.651,215,7.852
2,29-07-2011,1680693.00,0,90.07,3.682,215,7.852
2,05-08-2011,1876704.00,0,93.34,3.684,215,7.852
2,12-08-2011,1812768.00,0,91.58,3.638,215,7.852
2,19-08-2011,1844095.00,0,89.86,3.554,215,7.852
2,26-08-2011,1821140.00,0,90.45,3.523,215,7.852
2,02-09-2011,1809120.00,0,89.64,3.533,215,7.852
2,09-09-2011,1748001.00,1,77.97,3.546,216,7.852
2,16-09-2011,1691440.00,0,78.85,3.526,216,7.852
2,23-09-2011,1669300.00,0,75.58,3.467,216,7.852
2,30-09-2011,1650394.00,0,78.14,3.355,216,7.852
2,07-10-2011,1837553.00,0,69.92,3.285,217,7.441
2,14-10-2011,1743882.00,0,71.67,3.274,217,7.441
2,21-10-2011,1834680.00,0,64.53,3.353,217,7.441
2,28-10-2011,1769296.00,0,65.87,3.372,217,7.441
2,04-11-2011,1959708.00,0,55.53,3.332,217,7.441
2,11-11-2011,1920725.00,0,59.33,3.297,218,7.441
2,18-11-2011,1902763.00,0,62.01,3.308,218,7.441
2,25-11-2011,2614202.00,1,56.36,3.236,218,7.441
2,02-12-2011,1954952.00,0,48.74,3.172,218,7.441
2,09-12-2011,2290549.00,0,41.76,3.158,219,7.441
2,16-12-2011,2432737.00,0,50.13,3.159,219,7.441
2,23-12-2011,3224370.00,0,46.66,3.112,219,7.441
2,30-12-2011,1874227.00,1,44.57,3.129,219,7.441
2,06-01-2012,1799520.00,0,46.75,3.157,219,7.057
2,13-01-2012,1744725.00,0,45.99,3.261,220,7.057
2,20-01-2012,1711769.00,0,51.70,3.268,220,7.057
2,27-01-2012,1660906.00,0,50.50,3.29,220,7.057
2,03-02-2012,1935300.00,0,55.21,3.36,220,7.057
2,10-02-2012,2103323.00,1,46.98,3.409,220,7.057
2,17-02-2012,2196688.00,0,43.82,3.51,220,7.057
2,24-02-2012,1861803.00,0,54.63,3.555,220,7.057
2,02-03-2012,1952556.00,0,58.79,3.63,220,7.057
2,09-03-2012,1937628.00,0,57.11,3.669,221,7.057
2,16-03-2012,1976082.00,0,63.68,3.734,221,7.057
2,23-03-2012,1790439.00,0,64.01,3.787,221,7.057
2,30-03-2012,1857481.00,0,66.83,3.845,221,7.057
2,06-04-2012,2129036.00,0,68.43,3.891,221,6.891
2,13-04-2012,1935869.00,0,68.08,3.891,221,6.891
2,20-04-2012,1847344.00,0,65.69,3.877,221,6.891
2,27-04-2012,1764133.00,0,67.20,3.814,221,6.891
2,04-05-2012,1923957.00,0,76.73,3.749,221,6.891
2,11-05-2012,1917521.00,0,73.87,3.688,221,6.891
2,18-05-2012,2000941.00,0,71.27,3.63,221,6.891
2,25-05-2012,1912791.00,0,78.19,3.561,221,6.891
2,01-06-2012,1910092.00,0,78.38,3.501,221,6.891
2,08-06-2012,2010216.00,0,78.69,3.452,221,6.891
2,15-06-2012,1962924.00,0,80.56,3.393,221,6.891
2,22-06-2012,1887733.00,0,81.04,3.346,221,6.891
2,29-06-2012,1881046.00,0,86.32,3.286,221,6.891
2,06-07-2012,2041507.00,0,84.20,3.227,222,6.565
2,13-07-2012,1830075.00,0,80.17,3.256,222,6.565
2,20-07-2012,1819666.00,0,83.23,3.311,222,6.565
2,27-07-2012,1757924.00,0,86.37,3.407,222,6.565
2,03-08-2012,1946105.00,0,90.22,3.417,222,6.565
2,10-08-2012,1866720.00,0,88.55,3.494,222,6.565
2,17-08-2012,1928016.00,0,84.79,3.571,222,6.565
2,24-08-2012,1876788.00,0,76.91,3.62,222,6.565
2,31-08-2012,1947083.00,0,82.64,3.638,222,6.565
2,07-09-2012,1898777.00,1,87.65,3.73,222,6.565
2,14-09-2012,1814807.00,0,75.88,3.717,222,6.565
2,21-09-2012,1829416.00,0,71.09,3.721,222,6.565
2,28-09-2012,1746471.00,0,79.45,3.666,223,6.565
2,05-10-2012,1998321.00,0,70.27,3.617,223,6.17
2,12-10-2012,1900745.00,0,60.97,3.601,223,6.17
2,19-10-2012,1847990.00,0,68.08,3.594,223,6.17
2,26-10-2012,1834458.00,0,69.79,3.506,223,6.17
3,05-02-2010,461622.00,0,45.71,2.572,214,7.368
3,12-02-2010,420729.00,1,47.93,2.548,215,7.368
3,19-02-2010,421642.00,0,47.07,2.514,215,7.368
3,26-02-2010,407205.00,0,52.05,2.561,215,7.368
3,05-03-2010,415202.00,0,53.04,2.625,215,7.368
3,12-03-2010,384201.00,0,63.08,2.667,215,7.368
3,19-03-2010,375329.00,0,60.42,2.72,215,7.368
3,26-03-2010,359949.00,0,57.06,2.732,214,7.368
3,02-04-2010,423294.00,0,65.56,2.719,214,7.343
3,09-04-2010,415870.00,0,68.00,2.77,214,7.343
3,16-04-2010,354993.00,0,66.98,2.808,214,7.343
3,23-04-2010,339977.00,0,67.87,2.795,214,7.343
3,30-04-2010,361248.00,0,70.24,2.78,214,7.343
3,07-05-2010,399324.00,0,73.47,2.835,214,7.343
3,14-05-2010,384358.00,0,77.18,2.854,214,7.343
3,21-05-2010,343763.00,0,75.81,2.826,214,7.343
3,28-05-2010,350089.00,0,78.60,2.759,214,7.343
3,04-06-2010,396969.00,0,78.53,2.705,214,7.343
3,11-06-2010,355017.00,0,82.10,2.668,215,7.343
3,18-06-2010,364077.00,0,83.52,2.637,215,7.343
3,25-06-2010,357346.00,0,83.79,2.653,215,7.343
3,02-07-2010,381152.00,0,82.20,2.669,215,7.346
3,09-07-2010,349214.00,0,81.75,2.642,214,7.346
3,16-07-2010,352729.00,0,84.32,2.623,214,7.346
3,23-07-2010,352864.00,0,83.32,2.608,215,7.346
3,30-07-2010,347955.00,0,82.04,2.64,215,7.346
3,06-08-2010,402636.00,0,85.13,2.627,215,7.346
3,13-08-2010,339597.00,0,86.74,2.692,215,7.346
3,20-08-2010,351728.00,0,88.02,2.664,215,7.346
3,27-08-2010,362134.00,0,86.15,2.619,215,7.346
3,03-09-2010,366474.00,0,84.16,2.577,215,7.346
3,10-09-2010,352261.00,1,80.84,2.565,215,7.346
3,17-09-2010,363065.00,0,82.36,2.582,215,7.346
3,24-09-2010,355627.00,0,76.90,2.624,215,7.346
3,01-10-2010,358784.00,0,73.60,2.603,215,7.564
3,08-10-2010,395107.00,0,66.99,2.633,215,7.564
3,15-10-2010,345584.00,0,69.71,2.72,215,7.564
3,22-10-2010,348896.00,0,71.64,2.725,215,7.564
3,29-10-2010,348592.00,0,72.04,2.716,215,7.564
3,05-11-2010,423176.00,0,62.94,2.689,215,7.564
3,12-11-2010,386635.00,0,62.79,2.728,215,7.564
3,19-11-2010,372545.00,0,57.72,2.771,215,7.564
3,26-11-2010,565568.00,1,68.71,2.735,215,7.564
3,03-12-2010,476421.00,0,53.76,2.708,215,7.564
3,10-12-2010,467642.00,0,51.13,2.843,215,7.564
3,17-12-2010,498159.00,0,52.20,2.869,215,7.564
3,24-12-2010,605990.00,0,57.16,2.886,215,7.564
3,31-12-2010,382678.00,1,53.20,2.943,215,7.564
3,07-01-2011,378241.00,0,53.35,2.976,215,7.551
3,14-01-2011,381061.00,0,44.76,2.983,215,7.551
3,21-01-2011,350877.00,0,50.74,3.016,215,7.551
3,28-01-2011,364866.00,0,48.71,3.01,216,7.551
3,04-02-2011,438517.00,0,45.95,2.989,216,7.551
3,11-02-2011,430526.00,1,43.57,3.022,216,7.551
3,18-02-2011,432782.00,0,61.58,3.045,217,7.551
3,25-02-2011,397211.00,0,67.40,3.065,217,7.551
3,04-03-2011,437085.00,0,65.11,3.288,217,7.551
3,11-03-2011,404753.00,0,61.29,3.459,217,7.551
3,18-03-2011,392110.00,0,69.47,3.488,218,7.551
3,25-03-2011,380684.00,0,72.94,3.473,218,7.551
3,01-04-2011,374556.00,0,68.76,3.524,218,7.574
3,08-04-2011,384075.00,0,72.55,3.622,218,7.574
3,15-04-2011,366251.00,0,75.88,3.743,219,7.574
3,22-04-2011,391860.00,0,76.91,3.807,219,7.574
3,29-04-2011,367405.00,0,78.69,3.81,219,7.574
3,06-05-2011,413042.00,0,69.45,3.906,219,7.574
3,13-05-2011,386313.00,0,79.87,3.899,219,7.574
3,20-05-2011,364603.00,0,75.79,3.907,219,7.574
3,27-05-2011,369351.00,0,84.41,3.786,219,7.574
3,03-06-2011,394508.00,0,84.29,3.699,219,7.574
3,10-06-2011,391639.00,0,84.84,3.648,218,7.574
3,17-06-2011,403423.00,0,86.96,3.637,218,7.574
3,24-06-2011,385521.00,0,84.94,3.594,218,7.574
3,01-07-2011,368963.00,0,85.10,3.524,219,7.567
3,08-07-2011,395146.00,0,85.38,3.48,219,7.567
3,15-07-2011,373454.00,0,87.14,3.575,219,7.567
3,22-07-2011,360617.00,0,86.19,3.651,219,7.567
3,29-07-2011,345381.00,0,88.07,3.682,219,7.567
3,05-08-2011,409981.00,0,88.45,3.684,219,7.567
3,12-08-2011,380377.00,0,88.88,3.638,219,7.567
3,19-08-2011,379717.00,0,88.44,3.554,219,7.567
3,26-08-2011,366368.00,0,87.67,3.523,219,7.567
3,02-09-2011,375989.00,0,89.12,3.533,219,7.567
3,09-09-2011,377347.00,1,81.72,3.546,219,7.567
3,16-09-2011,375630.00,0,83.63,3.526,219,7.567
3,23-09-2011,365249.00,0,80.19,3.467,220,7.567
3,30-09-2011,368478.00,0,82.58,3.355,220,7.567
3,07-10-2011,403342.00,0,75.54,3.285,220,7.197
3,14-10-2011,368283.00,0,73.75,3.274,221,7.197
3,21-10-2011,394976.00,0,69.03,3.353,221,7.197
3,28-10-2011,389541.00,0,71.04,3.372,221,7.197
3,04-11-2011,459443.00,0,59.31,3.332,221,7.197
3,11-11-2011,407764.00,0,61.70,3.297,221,7.197
3,18-11-2011,398839.00,0,63.91,3.308,222,7.197
3,25-11-2011,556925.00,1,68.00,3.236,222,7.197
3,02-12-2011,472511.00,0,54.97,3.172,222,7.197
3,09-12-2011,468773.00,0,49.26,3.158,222,7.197
3,16-12-2011,510748.00,0,57.95,3.159,223,7.197
3,23-12-2011,551221.00,0,53.41,3.112,223,7.197
3,30-12-2011,410554.00,1,48.29,3.129,223,7.197
3,06-01-2012,398178.00,0,52.42,3.157,223,6.833
3,13-01-2012,367439.00,0,51.86,3.261,223,6.833
3,20-01-2012,365819.00,0,56.20,3.268,223,6.833
3,27-01-2012,349518.00,0,58.06,3.29,224,6.833
3,03-02-2012,424961.00,0,59.33,3.36,224,6.833
3,10-02-2012,473292.00,1,51.65,3.409,224,6.833
3,17-02-2012,475591.00,0,52.39,3.51,224,6.833
3,24-02-2012,418925.00,0,60.12,3.555,224,6.833
3,02-03-2012,469753.00,0,61.65,3.63,224,6.833
3,09-03-2012,445162.00,0,60.71,3.669,225,6.833
3,16-03-2012,411776.00,0,64.00,3.734,225,6.833
3,23-03-2012,413907.00,0,66.53,3.787,225,6.833
3,30-03-2012,407489.00,0,69.36,3.845,225,6.833
3,06-04-2012,503232.00,0,73.01,3.891,225,6.664
3,13-04-2012,420790.00,0,72.83,3.891,225,6.664
3,20-04-2012,434822.00,0,72.05,3.877,225,6.664
3,27-04-2012,394616.00,0,73.39,3.814,225,6.664
3,04-05-2012,439914.00,0,79.51,3.749,225,6.664
3,11-05-2012,431985.00,0,75.19,3.688,225,6.664
3,18-05-2012,418113.00,0,72.38,3.63,225,6.664
3,25-05-2012,413701.00,0,78.58,3.561,225,6.664
3,01-06-2012,432269.00,0,81.55,3.501,225,6.664
3,08-06-2012,446337.00,0,81.65,3.452,225,6.664
3,15-06-2012,442075.00,0,84.66,3.393,225,6.664
3,22-06-2012,419498.00,0,82.70,3.346,225,6.664
3,29-06-2012,422965.00,0,86.42,3.286,225,6.664
3,06-07-2012,411207.00,0,83.14,3.227,225,6.334
3,13-07-2012,416913.00,0,82.28,3.256,225,6.334
3,20-07-2012,432425.00,0,81.38,3.311,225,6.334
3,27-07-2012,389428.00,0,84.94,3.407,225,6.334
3,03-08-2012,419990.00,0,86.55,3.417,225,6.334
3,10-08-2012,391812.00,0,85.85,3.494,225,6.334
3,17-08-2012,394919.00,0,87.36,3.571,226,6.334
3,24-08-2012,412450.00,0,83.01,3.62,226,6.334
3,31-08-2012,408839.00,0,85.18,3.638,226,6.334
3,07-09-2012,408230.00,1,84.99,3.73,226,6.334
3,14-09-2012,407589.00,0,78.36,3.717,226,6.334
3,21-09-2012,414392.00,0,72.78,3.721,226,6.334
3,28-09-2012,389813.00,0,77.46,3.666,227,6.334
3,05-10-2012,443558.00,0,72.74,3.617,227,6.034
3,12-10-2012,410804.00,0,70.31,3.601,227,6.034
3,19-10-2012,424513.00,0,73.44,3.594,227,6.034
3,26-10-2012,405433.00,0,74.66,3.506,227,6.034
4,05-02-2010,2135144.00,0,43.76,2.598,126,8.623
4,12-02-2010,2188307.00,1,28.84,2.573,126,8.623
4,19-02-2010,2049860.00,0,36.45,2.54,127,8.623
4,26-02-2010,1925729.00,0,41.36,2.59,127,8.623
4,05-03-2010,1971057.00,0,43.49,2.654,127,8.623
4,12-03-2010,1894324.00,0,49.63,2.704,127,8.623
4,19-03-2010,1897429.00,0,55.19,2.743,127,8.623
4,26-03-2010,1762539.00,0,39.91,2.752,127,8.623
4,02-04-2010,1979247.00,0,48.77,2.74,127,7.896
4,09-04-2010,1818453.00,0,54.16,2.773,127,7.896
4,16-04-2010,1851520.00,0,56.23,2.81,127,7.896
4,23-04-2010,1802678.00,0,56.87,2.805,126,7.896
4,30-04-2010,1817273.00,0,53.04,2.787,126,7.896
4,07-05-2010,2000626.00,0,56.77,2.836,126,7.896
4,14-05-2010,1875597.00,0,62.35,2.845,126,7.896
4,21-05-2010,1903753.00,0,67.40,2.82,126,7.896
4,28-05-2010,1857534.00,0,67.73,2.756,126,7.896
4,04-06-2010,1903291.00,0,70.83,2.701,126,7.896
4,11-06-2010,1870619.00,0,78.45,2.668,126,7.896
4,18-06-2010,1929736.00,0,81.53,2.635,126,7.896
4,25-06-2010,1846652.00,0,81.10,2.654,126,7.896
4,02-07-2010,1881337.00,0,73.66,2.668,126,7.372
4,09-07-2010,1812208.00,0,80.35,2.637,126,7.372
4,16-07-2010,1898428.00,0,78.53,2.621,126,7.372
